from_addr,knn_id,cluster_size,ext_in_all_hash_cnt,ext_in_all_date_cnt,all_method_cnt,all_to_addr_cnt,ext_in_all_week_cnt,ext_in_all_month_cnt,date_range,days_from_start,first_block_date,first_transaction_hash,to_addr,first_method,last_block_date,last_transaction_hash,last_to_address,last_method,total_fees,in_amount,out_amount,created_at,total_fees_round
EQAcF5-04xIid954NgDwdqOGjikuqFcmiaBQSUiLcfnix6za,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6,6.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,FrdiYStT+N0zzellienMpCxQjQNq1xAv4lZYt+qqPqk=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,Ud6A2BUEr247uhyI8fQwliK6y75a8NBe2IRBO4JA/co=,EQBi3TK0_Nz8FO2NH1fuiBba_tj72MGWsjRJIGf-so6TfsIz,260734629,0.039023042,0.860869736,0.366,2024-10-21 20:41:23,0.04
EQCs-YzfG_BUtjMgreY2lxg-dXxcUQbZZbi1h0ZtoG0nsxTK,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6,5.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,heO6N+JcH+Ge4fgmIQ7EbfhFdRRPUmBGk5QiaWEv7no=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,Wl5MUMfuPwnAsr8lxyWO/43LEoFAsqLMmVpq9nrNrbE=,EQBQ8T7m_Fqwq4LYD_yJFgh1sAKAgHvBz5aDE9tzAeTcy6MJ,260734629,0.031984277,0.776032214,0.632896508,2024-10-21 20:41:23,0.03
EQCuPp22DVj2_71mOKdqlDr86GWPwL69HSBcs3D1Uy-pESUa,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6,5.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,87TzKKbrD6W5yRhXA0opCJ+9odvP5c6O6v9krA8hP30=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,LapO8VuLb2aRdvs26Y/Lb+0fsUspdR/PDLM6V1hPuaI=,EQD67HYjXj5o1fS7W01AdjimeoFgWggkQxnISfW4QtrZI3o2,0,0.032264974,1.212035477,1.176125673,2024-10-21 20:41:23,0.03
EQC65xoyv9lj7LSGKTYw14_q7jGQx9lvBqbquabtKiCworc0,8_first_5.0_2.0_3_4_2.0_2.0_53_210_3,6,6.0,2.0,2,4,2.0,2.0,53,210,2024-03-25,dn2p6FeYyVUnzuDUV/+EBNLKfUjfTZvUcMF6OXXvpmI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,KLc+llQPtVBr+UDVPlsptodnBPHIyPinuRFCHLXQQ1w=,EQBTus_UWYynALnfmXZgXJ_tIpVlGh-EckXQ7yFYORW3HbaO,0,0.035304407,0.738955747,0.700129712,2024-10-21 20:41:23,0.04
EQBpq2EVY3TVcAA0TojdWlRF6AdSZXgvpBKLxiCFF_Xup7sC,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5,5.0,2.0,3,4,2.0,2.0,56,210,2024-03-25,VuRiQcQKKe7ijGD0LwmVTD2s/Irga7Q4eNy/20N6ts0=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-20,ZRuZyNt+JmmOKFpVhyoJepRtKwhYlPg1dc75LQyUz9M=,EQCpGX1NBm4rQALF_XjhdWKBJrtI2rfuNXaRWNqZqeZ-yJQJ,260734629,0.034865441,6.460686233,6.196,2024-10-21 20:41:23,0.03
EQBCXMOExICdF5oXDOkKsLKtZ_4pH5gaFjGt4x_iC1PFjudL,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5,5.0,2.0,3,4,2.0,2.0,56,210,2024-03-25,nTTkegWapUIe1aToFvFO5XKsUKyB2FpfErOw4jmA0JY=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-20,nvIRtLyngDrxEVYnhHlPzLSpcKjoIOwBjEiOc/CNedE=,EQAdjTSme3qwiJqtMOOzb4fo-b-wX_6EAg0yH5bjeLJEzU8X,0,0.030232146,0.499686231,0.458924495,2024-10-21 20:41:23,0.03
EQDHZcZtDNeOOO94zKeomIOZ5IoxHCOEKD-jtpjehVDmXx7R,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5,5.0,2.0,2,3,2.0,2.0,56,210,2024-03-25,Gd2dAiu2yVZ6Oz2f0gwck5BHNRHBF1NNh1M84hoDz24=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-20,bUaPPjTBWX9dZeN2kSySSFKY1UIQeRZteKz2Lhwuz4c=,EQAlEH-DzAnQQ6ADuvWcIBKtrtxq3RKpKfV7irdPFliin_zp,0,0.030227312,0.522086094,0.48582918,2024-10-21 20:41:23,0.03
EQBSklwQIXYiGrIrqJpQFqq98y53-Nxoc3VSCioLz8RcYKP2,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5,4.0,2.0,3,3,2.0,2.0,56,210,2024-03-25,Zjz8DxWdxHDtSl/r8VRxO6aYRp38oRhnAL/rzil2wl4=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-20,suUPxQMZecUX9dc0OU1uyloc9X9uL3fo3CACq40pEFU=,EQCcQvKmsQ0FQNpgnCh0sjUPdIr4ecek7bQI34kdzslbeoTf,260734629,0.028164802,0.434591636,0.216,2024-10-21 20:41:23,0.03
EQA5zhVh7JopG9zLUv_tlSt5jqY73LIz8njL39wDbEFSsykX,6_first_4.0_2.0_2_3_2.0_2.0_56_210_1,5,4.0,2.0,2,3,2.0,2.0,56,210,2024-03-25,8k4I7vSRB4/NXWg1LAIwOZb1eL1ltRgko908URpCm7E=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-20,qVLYuEXuuHi6K+z/hwG0+CnIwkrRzCbTC8GzPwy8ARY=,EQD6T7ar9BRFJxteXijkAyYDHOY95O3yBskeVqz4dQaiKzaA,0,0.024408815,0.242468484,0.216332188,2024-10-21 20:41:23,0.02
EQCPHKT7kxYQCTIjT-Z3m6_KywXHFsnFH5DX6jyyNonj2H4A,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5,5.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,4a98n+nnPJwV4IXzpCc8vvh9kvxwGCvoR2OhapfiGq4=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,ihu2FD7eFw+HBXMv2sGhPszVkndMYgW26U0me4yPmEI=,EQCEL2xho7dnXK4e5Vp9IINzK-6aPW3kRmeE3NiF7X4YTpr2,260734629,0.034746628,0.455100437,0.322,2024-10-21 20:41:23,0.03
EQCs-YzfG_BUtjMgreY2lxg-dXxcUQbZZbi1h0ZtoG0nsxTK,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5,5.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,heO6N+JcH+Ge4fgmIQ7EbfhFdRRPUmBGk5QiaWEv7no=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,Wl5MUMfuPwnAsr8lxyWO/43LEoFAsqLMmVpq9nrNrbE=,EQBQ8T7m_Fqwq4LYD_yJFgh1sAKAgHvBz5aDE9tzAeTcy6MJ,260734629,0.031984277,0.776032214,0.632896508,2024-10-21 20:41:23,0.03
EQCuPp22DVj2_71mOKdqlDr86GWPwL69HSBcs3D1Uy-pESUa,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5,5.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,87TzKKbrD6W5yRhXA0opCJ+9odvP5c6O6v9krA8hP30=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,LapO8VuLb2aRdvs26Y/Lb+0fsUspdR/PDLM6V1hPuaI=,EQD67HYjXj5o1fS7W01AdjimeoFgWggkQxnISfW4QtrZI3o2,0,0.032264974,1.212035477,1.176125673,2024-10-21 20:41:23,0.03
EQB87wW9XLAJsiBEShdJdrgneijqlzly2yWT18VbIhsPNmJX,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5,4.0,2.0,3,4,2.0,2.0,53,210,2024-03-25,qp1Mq27vGNnKnPzlXu6oavDlHd+SG/j+UE7ZT3gm28M=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,mA7HdeQVy1gpAh15Xmex2QBxUvzBA3loaXnDEJsSWak=,EQC-6NpIb1N97vwlNqX0_3j513kRO0wlta55Yk8koJcXk8j8,0,0.027885186,1.312035421,1.281172077,2024-10-21 20:41:23,0.03
EQBvUGjClBaeULisVMLw46QIpeBof3WISUu3oIHUIMUhDXUM,2_first_4.0_2.0_3_3_2.0_2.0_53_210_1,5,4.0,2.0,3,3,2.0,2.0,53,210,2024-03-25,9i5C9Ck2OAeyJ7FSrQlGcZO2E2Y9e2TVGsGPdmjtFQg=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-05-17,em1Yx4i5sROL3sj6Isa9esUTVDEQ7bnQz2r8bY3gxS4=,EQAawR9ihMSrT6p1vhn1Q1bhG4JDLXkIxNNqGb4ScokjsVHN,260734629,0.029372477,0.299453364,0.16954177,2024-10-21 20:41:23,0.03
EQBnuAyOzKrUBbnNrEY8kQ8jmxicffJ_AiSLQYmeQRJxFQIo,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5,4.0,3.0,3,4,3.0,3.0,193,210,2024-03-25,pzaYfFv5YLBbxqins/aG6slBstiQplOBdscQPx01+IA=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-10-04,OHhPUh29fw67bqkJwpjthtUVhIAMBT6kjBElhqqUa4o=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.02972712,0.400261614,0.367679538,2024-10-21 20:41:23,0.03
EQAMLqIecqK3vHjCNYZWXoblHDcHWJ_oxbHurOBQDiXjE60F,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5,4.0,3.0,3,4,3.0,3.0,193,210,2024-03-25,7/xPT1GX290PwDjDb+HDnTgnaNn4SehH27oMpABfpAI=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-10-04,zMbt7HdrcbmHMxOr8NuZUXcQAQWUdw/OopYAVt3TvHY=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029726943,0.40026168,0.367679781,2024-10-21 20:41:23,0.03
EQDh1cYIhN_T0O_DknOCLyJNDHI4MtYWsdCrKs0WaiNH7Fuz,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5,4.0,3.0,3,4,3.0,3.0,193,210,2024-03-25,x9vZuXl54SaQ+96EL3G2sT1esSfMVI6aMsHjpqfEJ08=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-10-04,yHUWhiG7/ZxtQbZnyOtQG3H4CgNDAh7nmsOXy/ulAm4=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029726924,0.400263374,0.367681494,2024-10-21 20:41:23,0.03
EQDHhszbYmE0CeiwGo01JBn-s8G8bfbo2Tq0xtULINWSX4ZN,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5,4.0,3.0,3,4,3.0,3.0,193,210,2024-03-25,AQQCZB9BTukUN3M8bdjP4YoXGTSyP/tNgFm4izVJCdY=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-10-04,iB1KSwo6xIN88iOAas5jaXwpJt9FtwSbQ1MvVnUQNxU=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029726967,0.400261757,0.367679834,2024-10-21 20:41:23,0.03
EQBMWspYDHRDgrBfsWLuomJCOQF1LK_APk1yYlbetiFxV0nC,0_last_4.0_3.0_3_4_3.0_3.0_193_210_5,5,4.0,3.0,3,4,3.0,3.0,193,210,2024-03-25,/Qzy/nFGTAvxMYmyygBh76XaTTvIe3O2oVLMcgJbPsY=,EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3,0,2024-10-04,JJ85ZZHBdSGNM00/vUIkoKLtwNfzZMU6GfG/uCQi5Uk=,EQAGSo-i5Khoula3j7Le3lkLPB6_-x2j3ZRKa4KoDWvZ1Ajw,0,0.029726905,0.400261454,0.367679593,2024-10-21 20:41:23,0.03
