from_addr,knn_id,cluster_size
EQBYvTzKpo-Q9avuP2XO55G3MBbPVfJqmjGraBuSTgdKVLWt,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAOdoit_hF1Y5wzB_l-BfdpeacOiA3Ab8QehTlZlcsjQXAw,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAdXICxqaXx4rw2pxeZYN8RB5g3w6MbDhdIm-5YHtdDl0wS,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAVpGC2p8VQ0HFBwFoeIvd0glvC-YK9q48estBG8OODUPr1,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQANudGWYrdyCVBWyuZ89W08i2B-WxN3dkVobvAmBHGUOKNW,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAmROC71Qx9Eq_7WHLDS1c8e8qatS7LKOj5YFVLj9QRaQ2j,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQDjcb391CWBAP-sVActyzs3eB1dizovnLk0TduaKeh8zpj6,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAmROC71Qx9Eq_7WHLDS1c8e8qatS7LKOj5YFVLj9QRaQ2j,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAY0nruGcq7ORPw6wV0yjYSza98f4gg1XE1eIaDa7e6wCMC,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQBOH3BmxwNYucWzT5I_f23e5ArUQQY13ZV7tgsqP6zitrfu,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAK3sQZDfBOw086VMpWnYVDjoLVtMmiIfp0kMwVPHa2a_Jr,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQDC22wxEk2ezqD7e4RDboUUUoaWQ2UXU-toWxX0xBMI86mI,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCAFjhXdgZS8VPqc3B2gqiwZqH8vhVADBkX3p9Wa6DW_QwA,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCWO6W9YTSEMOPYJqxZmU27U4sZAtwqxpAG4rtuTJRnsc24,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCpeAqqG2N83JNfmjAG1eeM6mFA2JY7rWisKzRE6gzFuJZx,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQDs7G6GTTY3hHp0aFt2ZxroCanuE8J-06xBsLWGNDHl_7U7,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCL7ZtAgKssqN3VpmjvPWx2vZ5leb1eUXHXFitDvDE5kTOO,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQBS9AazJQriGGvSj3zK23PATxu96vMvPiOHGsjq_4PaJeoe,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQA0y3gNKKdFSBzMBasHUfO9J2QvunEqA_cXitwDylP24zRH,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAPEk6YsYqVaN6hqw4N4Vncg-qjxUCpm-YXNcebDMLaDuzl,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQC6hKdmAOG2FI6e4DrJwXleY6A2hu8_2Ip2xvMCj-A1V0wZ,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAjfd3TcHYsANg3nbNq5fQEO7dTtA62tEvL5KsRFbWW-iGQ,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCHs0kOjJ-0HQrLl4UbL3ELnINJmlJq9vFc1dRajd-8gtzc,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAuXVPSos03MidFb653JVWtt8tJ5vcctmyK7YRAZgN4K6pU,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAr1T9srQoRsLPy0i2hpdx7Vs_CX3fXW4FQ4MUV6JoPGJ1j,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCZH7a9RmODVsTX5Sm3wD7yjyA9rVr5-nGF1TXPJKuSHwut,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAEEuntfN1Hjx7D9i2znMMvtj9xw4BGZkZ3eszmEsKtMjd-,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQBdsc357ViuUM2SZCra6FYagABVI655KQ4upApVUw8ePs1b,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQBYvTzKpo-Q9avuP2XO55G3MBbPVfJqmjGraBuSTgdKVLWt,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAOdoit_hF1Y5wzB_l-BfdpeacOiA3Ab8QehTlZlcsjQXAw,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAdXICxqaXx4rw2pxeZYN8RB5g3w6MbDhdIm-5YHtdDl0wS,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAVpGC2p8VQ0HFBwFoeIvd0glvC-YK9q48estBG8OODUPr1,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQDjcb391CWBAP-sVActyzs3eB1dizovnLk0TduaKeh8zpj6,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAoE8Fhj7CFIVMCkEGfM0mqTWCDrAq_lDcHzDgKh8zaHun5,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAK3sQZDfBOw086VMpWnYVDjoLVtMmiIfp0kMwVPHa2a_Jr,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQC_MhRQ9FyjBwuGPotLBCFRsw57FIozKSIf1IULlVdhOQZy,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAWkhSegVaWfTNEj5YskW6FgyHCHCa4m7hVmmLo_5w2nArX,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAoE8Fhj7CFIVMCkEGfM0mqTWCDrAq_lDcHzDgKh8zaHun5,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCPJtJQ9l9KlqHP8oj-EHkAiUSFNC_2jlA49kA4f_nD6qdy,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAuN4VdBHd-p_dzL1-pIkZ14qWMFPhyM4GXeSn2hRfXCmW4,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQCRNFQ13P8kh5TS7d1tAXnqWvaSGloPjhMtZbOJL8P3-9QZ,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQCIEaxddxtMpKM5UZ2Tc7XncdM8vgyTLXmjQtJYMAyTQr1Q,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQA-dDz0SoPhYjuPyV9hOtSMODG1a8yGWMP7PpywkWBp87DA,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAb4aqJZZuLMrJ7YW224K8XXVpQJnE-1CwE0yAKgXtDaBGq,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAl1G9U3SwurRHmsn-6wJjdJU9UD5vn0ZI977ftHToc-HDU,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAE5CFLkC--cNzCmGZDYDbogPkm3woSQVwrSelQqNuNdQNj,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAVdx6zWyyAjn4ToX5xHwRLHrGAPdEkn0sFlv1L6yfyRg5i,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQD4KrFi16GhCE-hKeZccUirrPHnXnGSYC4PdoJCNVUH9k50,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQDB1zdud8E0G2sh0W0QEncbOFbK4VcFDbDYFXPizFGO9BWh,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQDxni3seeNnR-hWPyNtyM6Io70zAmzvPlNHllPPjK7IU5js,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQDdr2ivwdCJxTfiPRagXIC2stR4uWPLZ_Gj14nRmdRS89aV,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQC0mYx0XjrN9y_qncE0ECuW1vtias13asaz7mCLk55duRrs,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQCZY2KPxAu46nIGQVZ7FAbxkxu4Ud9JGraudtIpEXx1axLI,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAVsKU6LaXM29L2SHkn0Ism9iOaTspSyM42-gHHDOAt6eaT,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAa4FKFnKCo5B6s1qFAgkw7_jfwWFquM4mOfVzqrrOuTdUb,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQA-bZpqzIEvYQRPCNHcNerx1LH9MbZQj_7tnYRCY9fWCjJ3,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAadD-mkQmxcu_J70YyUmWf2YRVLffjB6kCcvCJo9R99XEf,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQBONbUDOZRVwKVxQcY-4YvHs5tzDkjQcW9lqLgRDFxNC_8v,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQBsIpBCgyc1aGomsQX-ZEqdi517b_9gxg2wMK93x1gkz4C1,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQC2S3Qzo9bH2heJCivHTbdHr63geKPS483DZ60vSBU77Vat,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQCvlrkdtlvhXvpARzrXbkaD6wOAlDuzpI_ou2A9_ohWZXMv,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQAC8aeOeGPr_HqstF-5N5Z-kfimjwg--QjMFYkYz8mGKYFZ,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQBHEpFzRZ1XZ4IRbr58erk1bU3azIeESSJh29gjTRSoep7r,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQB10i4JXThB32I_9EnhF3F4x4tcIrv6gq4ADQOoct73TGUN,15_first_5.0_2.0_3_4_2.0_2.0_57_210_10,26
EQCvlrkdtlvhXvpARzrXbkaD6wOAlDuzpI_ou2A9_ohWZXMv,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQBONbUDOZRVwKVxQcY-4YvHs5tzDkjQcW9lqLgRDFxNC_8v,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQAadD-mkQmxcu_J70YyUmWf2YRVLffjB6kCcvCJo9R99XEf,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQCpC6j7SkXr3YQyu0askIfE7bjhq-VGLOwsMXdqb_zAXblb,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQAl1G9U3SwurRHmsn-6wJjdJU9UD5vn0ZI977ftHToc-HDU,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQCeppUI3sy9ImImcVzr4fd8huvezzzTJaHwcolOfQGb-k2_,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQAE5CFLkC--cNzCmGZDYDbogPkm3woSQVwrSelQqNuNdQNj,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQAa4FKFnKCo5B6s1qFAgkw7_jfwWFquM4mOfVzqrrOuTdUb,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQA-bZpqzIEvYQRPCNHcNerx1LH9MbZQj_7tnYRCY9fWCjJ3,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQAC8aeOeGPr_HqstF-5N5Z-kfimjwg--QjMFYkYz8mGKYFZ,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQBSZnlWusNq25Hht-OyelrMCvcogMLFytIBJVwGJu-dOGjJ,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQCIEaxddxtMpKM5UZ2Tc7XncdM8vgyTLXmjQtJYMAyTQr1Q,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQC-zqu764NrSrM6O0nIh5hQvtgs8viRU7X4M-RRdjSQQBMO,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQCmms2pV03uUTb3scszwEAomGwZ0eawpoNP-GBvZAG_JIQD,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQDM7h4cch4LjFKkp-hPEztD67RPFxaSJTxA-gPJITsGr-CM,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQCMNIIerNipNa0mBoWNNd2MpoERP-xTBX7_42qL90CF-Ajv,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQBaz_YljFx6xnMx36SG21RfxU0uAA9pZScZ-kftwbxW9VHf,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQCiPTky4v5eZWAFQjS9BCEi0CuT_gY2f17UKCJBHf46esZ2,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQD5Rnod-qKYR3GVlzn8AU6Sy3GzULaeLczty-kks84QvhNz,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQAUwseK85O5TX9snyWJTwIdQKxAi9P5qGLoL7rFybqHpvoa,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQCwEW0CeA0mrweErs1l9NTmBsqkeQ3qe-cTE_3NPiw0tdPQ,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQDPvGob6k-cxeUIwnIlY4W9jxsaJyV0SZQncqG1QL8C3HXi,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQDWOHGbMm56azIVK9OiWutA2ZpL7_fu0XaiPki9m96YuO13,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQDwD5CYR1gusgpo_i3em6R1ojIX0pkdoctT6FxJdz1wtS_D,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQDj0bsFS_RcLKWP2tIHh_3zgs7YhdQXiAYbPSC_ugPXhE16,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQAdcYWk3h_zGB8kT_UpeEKKGMY80jgCmoHSTl4-qdP-IaXE,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQB10i4JXThB32I_9EnhF3F4x4tcIrv6gq4ADQOoct73TGUN,7_first_4.0_2.0_3_3_2.0_2.0_57_210_2,14
EQDZ9-r4MHupP_04_Vi8tuNgfUpM0mQ_Q6jOc46c_sCFWCDY,1.0_2.0_1_1_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_2024-03-25_EQDtU7yZnlpK9po_nD3lN299kMSH4VKPMx5xbb6FkD1REsF3_0_lowactive_2.0_1.0_1_1_1.0_1.0_0_210_14,14
EQCDbr5Rq-SVQNqwLJNhggtbKzw80KJo5vDiA_dMD4WFaHsR,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQDk5Xzr5-xOIe-b2kbQ0_Sf4SOBBw6be4lmVGbhSf6v5qB8,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQBRSFN9uv45MCFoWrthRH1e2KLo4soenH04-eIP8gyNB0uB,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQAoC4fZ6SZxf4QI8dLYcZY3XUbVtei1MGLKdKQTZgyTybzy,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQB4KzH3Q-vlqbK-xzIG1GLNGK7wJ8oFyyhcxOh8UXo-ZfGH,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQB0rEmKInNaFDn_HqWBHS7kv4GsreNJoerj-f_5YtZfhKlE,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQBMJOQ0nvs-2LFwFNDhwEth1AzCVaSK6Cw-fXrHHc41grZe,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQBCi4r-BiuOFh60twRjAylhl7FZ4731ZNKWOO2K3IawrUyZ,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQAm1QGrKxgnmENiMjsnH1s0sYGBrBsmTpxBFCWFmyFFoeRf,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQCFnrf0JsSE19xiyqg3YHHSBXyhu-iBBzn7sxLMm_c8Tv_Y,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQAZhAxogIQBZFSOOeniKrrtlrymSlcTF4E3exahhXH1mSoR,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQDMWciZtBcW-fgrir9GnsC4XVmr_uNJCMTyGmt4O4jJcd63,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQDqmdNO6NvT1Bvs0Z_t3G1DfSPPo_hq3anm8nbMhzzIN_ht,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQChVI3Sm5OPxWdgJvOmBU94LDNQcspjR_QSO_97Oth8sYgC,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQCj-ZM9c0fAU0baoubr45vhjXigkYtVAnF55TddhSKnhS6K,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQAS_kyoG4wDcbCBuWY6UUP3SmU7V_sybINdwst3rJIO3k9K,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQCDSIIMjK7Tsp9tCHpxJeQTdU3ggc4nOpjxrTCNEJz-VXhn,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQAgoJg3EtAbcruDbWv5eykgAdCLeUdmCidWf-rgrenbDt5a,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQCXKdU0l-fFQIBK2ktVwUFon9FemSHMjXRG8skwIbN2iqXc,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQB7Bscssa12435oP6rrXU5KiW5rpriULhFZPLL2MT22qwDF,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQBKLstZRg0Mb3FW2FDwVQ9bgI7-FIbnxSrSFBNtBqU7gbxu,12_first_5.0_2.0_3_4_2.0_2.0_55_210_5,11
EQD0umJswYpgonUEXsdGI6hlKQ0yuFFjZwBFmGTCIDGPtXNd,0_first_4.0_1.0_1_2_1.0_1.0_0_210_2,11
EQDHE0x2rzn_VpYksAgttPEWiJ7aoHGgg3PMf9MRS7KJSGdW,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBpq2EVY3TVcAA0TojdWlRF6AdSZXgvpBKLxiCFF_Xup7sC,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQC2N16Do-yKtUuO__5THibgj_mFQi-oDK74ycsmBVQeVwLN,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBpq2EVY3TVcAA0TojdWlRF6AdSZXgvpBKLxiCFF_Xup7sC,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQChM3t9NHPyio_s0aC_lu8VT06oAarnyD_AUi8705t71AR4,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQB7Bscssa12435oP6rrXU5KiW5rpriULhFZPLL2MT22qwDF,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQBo1rsxLb2BgBynRHnbxmyYo3tsCtnuOF0sg5yxqBiv34RF,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQCxENZ7QVEid85j_Dq7wz2XlsRUKAHWbTa13mwR3jbUDdCv,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQAgoJg3EtAbcruDbWv5eykgAdCLeUdmCidWf-rgrenbDt5a,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQBGRnPBAoQFigO7Yr15JJr3mHqot46sbDtyNRM1I4mBdmrE,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQB0rEmKInNaFDn_HqWBHS7kv4GsreNJoerj-f_5YtZfhKlE,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQBCi4r-BiuOFh60twRjAylhl7FZ4731ZNKWOO2K3IawrUyZ,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQAZhAxogIQBZFSOOeniKrrtlrymSlcTF4E3exahhXH1mSoR,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQASjb66-mhIrzJPuXkS-IJxACMiESV68lFA5ZFGkszmAcz0,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQA26SixN3tnNxMi-1mn0uhSSoqoacZGIPuysEFHSsLwa4Uj,5_first_4.0_2.0_2_3_2.0_2.0_55_210_1,10
EQCnBTvb78_BjOtKDK1w0iIHpy0uL-EaEIVVqo_mXzDqbVhY,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQDHE0x2rzn_VpYksAgttPEWiJ7aoHGgg3PMf9MRS7KJSGdW,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBQuhkoD_KXaFi2FSQ-SnEt7OT1WdR50lBMy_hPXI4D7WCg,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQCe5j_joDIk4I80e-B7_MWORHRi_F0fxlSMabQ-zpmeSgQh,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQC2N16Do-yKtUuO__5THibgj_mFQi-oDK74ycsmBVQeVwLN,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQCnBTvb78_BjOtKDK1w0iIHpy0uL-EaEIVVqo_mXzDqbVhY,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQDakU6WkO6Rwq5ycRI7r1ZYd-O6aeX0v3pMLvYMjKh_JwFH,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBQuhkoD_KXaFi2FSQ-SnEt7OT1WdR50lBMy_hPXI4D7WCg,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQDakU6WkO6Rwq5ycRI7r1ZYd-O6aeX0v3pMLvYMjKh_JwFH,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBCXMOExICdF5oXDOkKsLKtZ_4pH5gaFjGt4x_iC1PFjudL,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQCWU6JzEumv4Fj1iZQcWIekmGq_DYBjEkrwVzsMEIswqLkP,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBo1rsxLb2BgBynRHnbxmyYo3tsCtnuOF0sg5yxqBiv34RF,13_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBCXMOExICdF5oXDOkKsLKtZ_4pH5gaFjGt4x_iC1PFjudL,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQCWU6JzEumv4Fj1iZQcWIekmGq_DYBjEkrwVzsMEIswqLkP,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQCe5j_joDIk4I80e-B7_MWORHRi_F0fxlSMabQ-zpmeSgQh,14_first_5.0_2.0_3_4_2.0_2.0_56_210_2,10
EQBnuAyOzKrUBbnNrEY8kQ8jmxicffJ_AiSLQYmeQRJxFQIo,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQAMLqIecqK3vHjCNYZWXoblHDcHWJ_oxbHurOBQDiXjE60F,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQDh1cYIhN_T0O_DknOCLyJNDHI4MtYWsdCrKs0WaiNH7Fuz,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQAhQ0u5o_25s3gnbcUMn3LYP6yfHSjz-6gV5qT7RfsKBv_h,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQDHhszbYmE0CeiwGo01JBn-s8G8bfbo2Tq0xtULINWSX4ZN,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQA2VquuPjyLLy84HhgtmHMmC423DfpD3dUAaPFREbcbqrYW,1_first_4.0_3.0_2_3_3.0_3.0_193_210_1,7
EQDf4Opog_yXon-Ud4JbNcXROKBNJsZUGOVU6Bqp4ev05z6H,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
EQCPHKT7kxYQCTIjT-Z3m6_KywXHFsnFH5DX6jyyNonj2H4A,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
EQAcF5-04xIid954NgDwdqOGjikuqFcmiaBQSUiLcfnix6za,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
EQCs-YzfG_BUtjMgreY2lxg-dXxcUQbZZbi1h0ZtoG0nsxTK,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
EQCuPp22DVj2_71mOKdqlDr86GWPwL69HSBcs3D1Uy-pESUa,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
EQC65xoyv9lj7LSGKTYw14_q7jGQx9lvBqbquabtKiCworc0,10_first_5.0_2.0_3_4_2.0_2.0_53_210_3,7
