from_addr,knn_id,cluster_size
EQDSYL3IqfueGTKI0YNyueJYn5MINFz1sAdL6_fKB7Md0yi3,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCGA62-0HOEQx_kmpyNJGVlkgkgPKDOaiUJO5asJkCMVfxW,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCyBqOEMe5zSoaQjS5WOLJAaeP-wk_MgiXcov_XGRZo_Ces,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDWuuwUOzv-M5W9iFbtwFwa034Hi54JEmNx2L5EoM3B1Be3,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQD-LSng7Dk2mepYa0phIX1uE8LbwQ8q4E3gAqS9J6ZV9Ojy,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCf89lNC953JOHFoPiCINQhQlDG3K1hTBgPsBUqYdEk4-y3,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQD6KK7tYCjseoQM2EkvAInou5bf_fB6k0JLuQuaQlFmyUQS,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDL-ZCNfk6ZS-GbixgvOKMkrPJ0yBZa-yYQCqeGD2SQl76Q,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDB-_1vvgpr8dkg5m7a12Ei0HskZIW45I-Fz8UM67tEgeqr,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDY46UFD9zz2ejZtpIteM3B1OmI1Olctz3e3cTidK7deXxA,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDU-70_MPdZ9gvEpsAUzXkdI6SpFIiU48rgVDOQerHzH_2J,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDarPPQiKC2hbSHH1OlRIr8439w2mI1hhQ2eTDGYGyo5IVX,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDdjNBtlRCS_M2xungxqdcpXf-joujVAt_R2dMlT1cvX6ok,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCfbigeCqH2BVVGSDtFMB-iLknrRTDgE9SDMLHNOwmNrjIw,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQD8goubJlA6qWgX3x2i1CKIbiLrcBa5D90nZQHQR7WLc6e3,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDnM2H_fVzgYn5WsJ1DcNUWEmvAnk5b4JEpBXts366aXzcw,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCnc3TfxqCxJzoV-iXFux1Mywp7kxLCkcDqS2F9LWy-bzfX,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDIRIzbHQLcIn5DeicPxNT8_7u1-CtBfWDhxd4sOUUnXQZy,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDXYHCm4i1xKJboshOXa5tnswrhywn7fOEm-TbAP0vLqqTT,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDMUVKkY0_xqQ2fBHTv8PJtAP92khk6-i5BjXxBDf9RJaZ2,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCt3EBIbZ1jH-o-PVA9irY7qaTh5PZNj9YjAjNO7OVNSPkD,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQC3mQkTYc4GQhaXvwQRmstU_8EXmxtSV0UZyUgUQEcvKMdf,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQD1yvMEBCzwyrIFZi06zHhD0HAP3n5XN5RkwJJEknkpnFpf,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDEFPV9lOrUXWbxk16d4Qc3Rtk4GJ2elERD7Cc292J1TFpz,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCcbP7Fc1ZdDha0FPTrusUXJIgDhYX9U9cG7EdclZx3Oxl1,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQCRQg98G3AT9nLjC6Fjj7ylnXe5_nI-BMoWZnPYc-NPBoPb,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQDc1ZxXEqcBcH1qeZHAoYtsMal82l4OZOhWo4omJ7ta-hjQ,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQD7sarhVjtbJQZhYDfu3F-7zH4igA1nHQyPtInjNLnqS-kQ,1_last_4.0_4.0_3_3_4.0_3.0_193_210_81,81
EQAjfd3TcHYsANg3nbNq5fQEO7dTtA62tEvL5KsRFbWW-iGQ,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQCL7ZtAgKssqN3VpmjvPWx2vZ5leb1eUXHXFitDvDE5kTOO,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQBbIURNJuu9uemtWd8rjUXC5GalDD3mPGxNxzwGQjreIsY3,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQC6hKdmAOG2FI6e4DrJwXleY6A2hu8_2Ip2xvMCj-A1V0wZ,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAPEk6YsYqVaN6hqw4N4Vncg-qjxUCpm-YXNcebDMLaDuzl,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQA0y3gNKKdFSBzMBasHUfO9J2QvunEqA_cXitwDylP24zRH,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQBS9AazJQriGGvSj3zK23PATxu96vMvPiOHGsjq_4PaJeoe,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQD7fCfowRAh2KUM__jJlnq8K8Lb0MJ7EmZHHMRgK62Xsh3F,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQBAic-pPj9mjrE56Up5WINKdVu-AVav4doVXKn9VAnSScJH,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQCpeAqqG2N83JNfmjAG1eeM6mFA2JY7rWisKzRE6gzFuJZx,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQCWO6W9YTSEMOPYJqxZmU27U4sZAtwqxpAG4rtuTJRnsc24,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQCAFjhXdgZS8VPqc3B2gqiwZqH8vhVADBkX3p9Wa6DW_QwA,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQDC22wxEk2ezqD7e4RDboUUUoaWQ2UXU-toWxX0xBMI86mI,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQDizMY5-tu_EucC6MmHxGPom4oxQPaQUEeCBpj9qI4i9rgG,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQDjSDKegtSHpvWOt7NAmXVHkqk0SbGlR1BFpfyq51khENlE,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQCHs0kOjJ-0HQrLl4UbL3ELnINJmlJq9vFc1dRajd-8gtzc,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQBgYwonAq64jWtMBuRwLBMBPOk5qlnlUHym4tphw2HveIp-,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQC_MhRQ9FyjBwuGPotLBCFRsw57FIozKSIf1IULlVdhOQZy,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAMgXJsP8pDDjP7ZuomLwV1WImeX7Ns_vy25gRGW8cdxps0,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAdXICxqaXx4rw2pxeZYN8RB5g3w6MbDhdIm-5YHtdDl0wS,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAuXVPSos03MidFb653JVWtt8tJ5vcctmyK7YRAZgN4K6pU,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQBvvNHl9Vhztd5uBlSqjAYwZFBWVMIuGaGDfWCB18yQEQ_k,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQDYJoa4sjQqGCV4dAWdYgxdfch1RKSVY3ONMyy_8b5MyOTc,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQA8_vCzknKRVJJ3mdO1ewWQ62JOk4eDvyb1GH0QbaC0ltjw,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAr1T9srQoRsLPy0i2hpdx7Vs_CX3fXW4FQ4MUV6JoPGJ1j,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQA38P08EzTPm_AuRXnQM4A8IrdnGj8KeTQwQPBj-pooq7Za,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAEEuntfN1Hjx7D9i2znMMvtj9xw4BGZkZ3eszmEsKtMjd-,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQCFpW7fYcgHZcjR1d-DExSKs1yAoAUz7cZsC1dMNokr_wxl,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAOdoit_hF1Y5wzB_l-BfdpeacOiA3Ab8QehTlZlcsjQXAw,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQDnrWae1U3czy37uqVM1dQAGgNBSwos-y4lYOxLpXxiLGmp,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQD5Zqn3saOSypJlmb8Irc1Nd4TkTbJyQEckuE6alWFwVxn1,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAVpGC2p8VQ0HFBwFoeIvd0glvC-YK9q48estBG8OODUPr1,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAoE8Fhj7CFIVMCkEGfM0mqTWCDrAq_lDcHzDgKh8zaHun5,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQC6i4VXZY92-FcUzYLwXuvMAJxKyMBFWM7kA0bDvgNpX41b,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAK3sQZDfBOw086VMpWnYVDjoLVtMmiIfp0kMwVPHa2a_Jr,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQASaBKOYWs7g2_opLszd5XOnTVK4C_4VtRcDJ0DLQa9aUuR,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQB1fEsCMxm7H24f3y4geD96glxWjOyiVdUqMQD2p2vfPJMH,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQANudGWYrdyCVBWyuZ89W08i2B-WxN3dkVobvAmBHGUOKNW,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQDjcb391CWBAP-sVActyzs3eB1dizovnLk0TduaKeh8zpj6,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAmROC71Qx9Eq_7WHLDS1c8e8qatS7LKOj5YFVLj9QRaQ2j,11_first_5.0_2.0_3_4_2.0_2.0_54_210_23,40
EQAdXICxqaXx4rw2pxeZYN8RB5g3w6MbDhdIm-5YHtdDl0wS,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAY0nruGcq7ORPw6wV0yjYSza98f4gg1XE1eIaDa7e6wCMC,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQC_MhRQ9FyjBwuGPotLBCFRsw57FIozKSIf1IULlVdhOQZy,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAK3sQZDfBOw086VMpWnYVDjoLVtMmiIfp0kMwVPHa2a_Jr,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAoE8Fhj7CFIVMCkEGfM0mqTWCDrAq_lDcHzDgKh8zaHun5,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAmROC71Qx9Eq_7WHLDS1c8e8qatS7LKOj5YFVLj9QRaQ2j,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAVpGC2p8VQ0HFBwFoeIvd0glvC-YK9q48estBG8OODUPr1,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAEEuntfN1Hjx7D9i2znMMvtj9xw4BGZkZ3eszmEsKtMjd-,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQDnrWae1U3czy37uqVM1dQAGgNBSwos-y4lYOxLpXxiLGmp,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAOdoit_hF1Y5wzB_l-BfdpeacOiA3Ab8QehTlZlcsjQXAw,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQBYvTzKpo-Q9avuP2XO55G3MBbPVfJqmjGraBuSTgdKVLWt,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQD5Zqn3saOSypJlmb8Irc1Nd4TkTbJyQEckuE6alWFwVxn1,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAr1T9srQoRsLPy0i2hpdx7Vs_CX3fXW4FQ4MUV6JoPGJ1j,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQBvvNHl9Vhztd5uBlSqjAYwZFBWVMIuGaGDfWCB18yQEQ_k,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQDjcb391CWBAP-sVActyzs3eB1dizovnLk0TduaKeh8zpj6,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQDYJoa4sjQqGCV4dAWdYgxdfch1RKSVY3ONMyy_8b5MyOTc,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQANudGWYrdyCVBWyuZ89W08i2B-WxN3dkVobvAmBHGUOKNW,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQB1fEsCMxm7H24f3y4geD96glxWjOyiVdUqMQD2p2vfPJMH,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAuXVPSos03MidFb653JVWtt8tJ5vcctmyK7YRAZgN4K6pU,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQBS9AazJQriGGvSj3zK23PATxu96vMvPiOHGsjq_4PaJeoe,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQCHs0kOjJ-0HQrLl4UbL3ELnINJmlJq9vFc1dRajd-8gtzc,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQCAFjhXdgZS8VPqc3B2gqiwZqH8vhVADBkX3p9Wa6DW_QwA,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQCWO6W9YTSEMOPYJqxZmU27U4sZAtwqxpAG4rtuTJRnsc24,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQCpeAqqG2N83JNfmjAG1eeM6mFA2JY7rWisKzRE6gzFuJZx,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQDs7G6GTTY3hHp0aFt2ZxroCanuE8J-06xBsLWGNDHl_7U7,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQCL7ZtAgKssqN3VpmjvPWx2vZ5leb1eUXHXFitDvDE5kTOO,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQDC22wxEk2ezqD7e4RDboUUUoaWQ2UXU-toWxX0xBMI86mI,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQA0y3gNKKdFSBzMBasHUfO9J2QvunEqA_cXitwDylP24zRH,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQC6hKdmAOG2FI6e4DrJwXleY6A2hu8_2Ip2xvMCj-A1V0wZ,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQBbIURNJuu9uemtWd8rjUXC5GalDD3mPGxNxzwGQjreIsY3,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAjfd3TcHYsANg3nbNq5fQEO7dTtA62tEvL5KsRFbWW-iGQ,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQAPEk6YsYqVaN6hqw4N4Vncg-qjxUCpm-YXNcebDMLaDuzl,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQBgYwonAq64jWtMBuRwLBMBPOk5qlnlUHym4tphw2HveIp-,9_first_5.0_2.0_2_3_2.0_2.0_54_210_3,33
EQBS9AazJQriGGvSj3zK23PATxu96vMvPiOHGsjq_4PaJeoe,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCAFjhXdgZS8VPqc3B2gqiwZqH8vhVADBkX3p9Wa6DW_QwA,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCWO6W9YTSEMOPYJqxZmU27U4sZAtwqxpAG4rtuTJRnsc24,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCpeAqqG2N83JNfmjAG1eeM6mFA2JY7rWisKzRE6gzFuJZx,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQDs7G6GTTY3hHp0aFt2ZxroCanuE8J-06xBsLWGNDHl_7U7,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCL7ZtAgKssqN3VpmjvPWx2vZ5leb1eUXHXFitDvDE5kTOO,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAPEk6YsYqVaN6hqw4N4Vncg-qjxUCpm-YXNcebDMLaDuzl,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQA0y3gNKKdFSBzMBasHUfO9J2QvunEqA_cXitwDylP24zRH,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQC6hKdmAOG2FI6e4DrJwXleY6A2hu8_2Ip2xvMCj-A1V0wZ,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAjfd3TcHYsANg3nbNq5fQEO7dTtA62tEvL5KsRFbWW-iGQ,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCHs0kOjJ-0HQrLl4UbL3ELnINJmlJq9vFc1dRajd-8gtzc,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAuXVPSos03MidFb653JVWtt8tJ5vcctmyK7YRAZgN4K6pU,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQANudGWYrdyCVBWyuZ89W08i2B-WxN3dkVobvAmBHGUOKNW,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQDC22wxEk2ezqD7e4RDboUUUoaWQ2UXU-toWxX0xBMI86mI,3_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAEEuntfN1Hjx7D9i2znMMvtj9xw4BGZkZ3eszmEsKtMjd-,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAY0nruGcq7ORPw6wV0yjYSza98f4gg1XE1eIaDa7e6wCMC,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQBOH3BmxwNYucWzT5I_f23e5ArUQQY13ZV7tgsqP6zitrfu,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAWkhSegVaWfTNEj5YskW6FgyHCHCa4m7hVmmLo_5w2nArX,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQC_MhRQ9FyjBwuGPotLBCFRsw57FIozKSIf1IULlVdhOQZy,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQAr1T9srQoRsLPy0i2hpdx7Vs_CX3fXW4FQ4MUV6JoPGJ1j,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQCZH7a9RmODVsTX5Sm3wD7yjyA9rVr5-nGF1TXPJKuSHwut,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
EQBdsc357ViuUM2SZCra6FYagABVI655KQ4upApVUw8ePs1b,4_first_4.0_2.0_3_3_2.0_2.0_54_210_3,30
